"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Daily Rain (in)","24 Hour Rain (in)","Relative Pressure (inHg)","Outdoor Humidity (%)","Growing Degree Days (days)","Absolute Pressure (inHg)"
2022-09-24T20:18:00-05:00,2022-09-24 20:18:00,49.8,49.8,49.5,0,0,0,0.03,0.2,0.21,29.83,99,,28.1
2022-09-24T20:03:00-05:00,2022-09-24 20:03:00,49.8,49.8,49.5,0,1.1,0,0,0.2,0.2,29.83,99,,28.1
2022-09-24T19:48:00-05:00,2022-09-24 19:48:00,50.2,50.2,49.9,0,0,0,0,0.2,0.2,29.83,99,,28.1
2022-09-24T19:33:00-05:00,2022-09-24 19:33:00,50.4,50.4,50.1,0,0,0,0.03,0.19,0.2,29.83,99,,28.1
2022-09-24T19:18:00-05:00,2022-09-24 19:18:00,50.5,50.5,50.2,0,1.3,0,0.03,0.18,0.19,29.83,99,,28.1
2022-09-24T19:03:00-05:00,2022-09-24 19:03:00,50.4,50.4,50.1,0,0,0,0,0.18,0.18,29.83,99,,28.1
2022-09-24T18:48:00-05:00,2022-09-24 18:48:00,50.5,50.5,50,0,0,0,0,0.18,0.18,29.82,98,,28.09
2022-09-24T18:33:00-05:00,2022-09-24 18:33:00,50.5,50.5,50,0,2,0,0.03,0.17,0.18,29.82,98,,28.09
2022-09-24T18:18:00-05:00,2022-09-24 18:18:00,50.7,50.7,50.2,0,0,0,0,0.17,0.17,29.82,98,,28.09
2022-09-24T18:03:00-05:00,2022-09-24 18:03:00,50.9,50.9,50.4,0,2.2,0,0,0.17,0.17,29.82,98,,28.09
2022-09-24T17:48:00-05:00,2022-09-24 17:48:00,51.1,51.1,50.6,0,1.6,0,0.03,0.16,0.17,29.82,98,,28.09
2022-09-24T17:33:00-05:00,2022-09-24 17:33:00,51.3,51.3,50.8,0,1.3,0,0,0.16,0.16,29.82,98,,28.09
2022-09-24T17:18:00-05:00,2022-09-24 17:18:00,51.4,51.4,50.9,0,0,0,0,0.16,0.16,29.82,98,,28.09
2022-09-24T17:03:00-05:00,2022-09-24 17:03:00,51.6,51.6,50.8,0,1.6,0,0.03,0.15,0.16,29.82,97,,28.09
2022-09-24T16:48:00-05:00,2022-09-24 16:48:00,52,52,51.2,0,2,0,0,0.15,0.15,29.81,97,,28.09
2022-09-24T16:33:00-05:00,2022-09-24 16:33:00,51.8,51.8,50.7,0,2,0,0.03,0.14,0.15,29.81,96,,28.09
2022-09-24T16:18:00-05:00,2022-09-24 16:18:00,52,52,50.9,0.2,2.9,0,0,0.14,0.14,29.81,96,,28.09
2022-09-24T16:03:00-05:00,2022-09-24 16:03:00,52,52,51.2,0,2.2,0,0,0.14,0.14,29.81,97,,28.09
2022-09-24T15:48:00-05:00,2022-09-24 15:48:00,51.8,51.8,51,0.2,2.5,0,0,0.14,0.14,29.81,97,,28.09
2022-09-24T15:33:00-05:00,2022-09-24 15:33:00,51.8,51.8,51,0.2,2.9,0,0.03,0.13,0.14,29.81,97,,28.09
2022-09-24T15:18:00-05:00,2022-09-24 15:18:00,51.6,51.6,50.8,0.2,1.8,0,0.03,0.12,0.13,29.82,97,,28.09
2022-09-24T15:03:00-05:00,2022-09-24 15:03:00,51.6,51.6,50.5,0,1.6,0,0.06,0.1,0.12,29.82,96,,28.09
2022-09-24T14:48:00-05:00,2022-09-24 14:48:00,52,52,50.6,0,2,0,0,0.1,0.1,29.81,95,,28.09
2022-09-24T14:33:00-05:00,2022-09-24 14:33:00,52,52,50.6,1.6,26.6,0,0,0.1,0.1,29.81,95,,28.09
2022-09-24T14:18:00-05:00,2022-09-24 14:18:00,51.8,51.8,50.1,2,25.1,0,0,0.1,0.1,29.81,94,,28.09
2022-09-24T14:03:00-05:00,2022-09-24 14:03:00,52,52,50.3,2,25.7,0,0,0.1,0.1,29.81,94,,28.09
2022-09-24T13:48:00-05:00,2022-09-24 13:48:00,52.3,52.3,50,1.8,25.9,0,0,0.1,0.1,29.82,92,,28.1
2022-09-24T13:33:00-05:00,2022-09-24 13:33:00,52.2,52.2,49.9,0.7,19.9,0,0,0.1,0.1,29.82,92,,28.1
2022-09-24T13:18:00-05:00,2022-09-24 13:18:00,51.8,51.8,49.8,0.2,2.7,0,0,0.1,0.1,29.83,93,,28.1
2022-09-24T13:03:00-05:00,2022-09-24 13:03:00,51.8,51.8,49.8,0.2,3.6,0,0,0.1,0.1,29.83,93,,28.1
2022-09-24T12:48:00-05:00,2022-09-24 12:48:00,51.8,51.8,50.1,0.2,4.3,0,0,0.1,0.1,29.83,94,,28.1
2022-09-24T12:33:00-05:00,2022-09-24 12:33:00,51.1,51.1,49.7,0.4,18.3,0,0,0.1,0.1,29.84,95,,28.11
2022-09-24T12:18:00-05:00,2022-09-24 12:18:00,50.7,50.7,49.6,0.4,12.5,0,0,0.1,0.1,29.84,96,,28.11
2022-09-24T12:03:00-05:00,2022-09-24 12:03:00,50.4,50.4,49.6,0,2.9,0,0,0.1,0.1,29.84,97,,28.11
2022-09-24T11:48:00-05:00,2022-09-24 11:48:00,50.4,50.4,49.3,0.2,2.7,0,0,0.1,0.1,29.84,96,,28.11
2022-09-24T11:33:00-05:00,2022-09-24 11:33:00,50.2,50.2,49.1,0.2,2.7,0,0,0.1,0.1,29.84,96,,28.11
2022-09-24T11:18:00-05:00,2022-09-24 11:18:00,50.2,50.2,49.1,0,1.6,0,0,0.1,0.1,29.85,96,,28.12
2022-09-24T11:03:00-05:00,2022-09-24 11:03:00,50.2,50.2,49.1,0,2.9,0,0,0.1,0.1,29.85,96,,28.12
2022-09-24T10:48:00-05:00,2022-09-24 10:48:00,50.2,50.2,49.1,0.2,5.1,0,0,0.1,0.1,29.85,96,,28.12
2022-09-24T10:33:00-05:00,2022-09-24 10:33:00,50.2,50.2,49.1,0.7,11.9,0,0,0.1,0.1,29.84,96,,28.11
2022-09-24T10:18:00-05:00,2022-09-24 10:18:00,50,50,49.5,0,4.3,0,0,0.1,0.1,29.84,98,,28.11
2022-09-24T10:03:00-05:00,2022-09-24 10:03:00,49.8,49.8,49.3,0.4,18.6,0,0,0.1,0.1,29.84,98,,28.11
2022-09-24T09:48:00-05:00,2022-09-24 09:48:00,49.3,49.3,48.8,0,12.5,0,0,0.1,0.1,29.86,98,,28.12
2022-09-24T09:33:00-05:00,2022-09-24 09:33:00,49.1,49.1,48.6,0,5.1,0,0,0.1,0.1,29.86,98,,28.12
2022-09-23T23:48:00-05:00,2022-09-23 23:48:00,49.1,49.1,46.6,0.9,7.8,0,0,0,0,29.95,91,,28.21
2022-09-23T23:33:00-05:00,2022-09-23 23:33:00,49.3,49.3,46.8,0.9,8.1,0,0,0,0,29.96,91,,28.22
2022-09-23T23:18:00-05:00,2022-09-23 23:18:00,49.5,49.5,47,0.7,4.9,0,0,0,0,29.96,91,,28.22
2022-09-23T23:03:00-05:00,2022-09-23 23:03:00,49.5,49.5,47,0.4,7.4,0,0,0,0,29.96,91,,28.22
2022-09-23T22:48:00-05:00,2022-09-23 22:48:00,49.6,49.6,46.8,0.4,5.4,0,0,0,0,29.96,90,,28.22
2022-09-23T22:33:00-05:00,2022-09-23 22:33:00,49.8,49.8,46.7,0.4,6.3,0,0,0,0,29.97,89,,28.23
2022-09-23T22:18:00-05:00,2022-09-23 22:18:00,50.2,50.2,46.8,0.2,4.7,0,0,0,0,29.97,88,,28.23
2022-09-23T22:03:00-05:00,2022-09-23 22:03:00,50.2,50.2,46.8,0.7,8.1,0,0,0,0,29.97,88,,28.23
2022-09-23T21:48:00-05:00,2022-09-23 21:48:00,50,50,46.9,0.4,8.3,0,0,0,0,29.98,89,,28.24
2022-09-23T21:33:00-05:00,2022-09-23 21:33:00,49.8,49.8,46.7,0.9,7.8,0,0,0,0,29.98,89,,28.24
2022-09-23T21:03:00-05:00,2022-09-23 21:03:00,49.6,49.6,46.2,0.2,4.3,0,0,0,0,29.98,88,,28.24
2022-09-23T20:48:00-05:00,2022-09-23 20:48:00,49.6,49.6,45.9,0.4,4,0,0,0,0,29.98,87,,28.24
2022-09-23T20:33:00-05:00,2022-09-23 20:33:00,49.8,49.8,45.8,0.2,5.8,0,0,0,0,29.97,86,,28.23
2022-09-23T20:03:00-05:00,2022-09-23 20:03:00,50.4,50.4,46.1,0.7,5.1,0,0,0,0,29.97,85,,28.23
2022-09-23T19:48:00-05:00,2022-09-23 19:48:00,50.5,50.5,46.2,0.7,6.7,0,0,0,0,29.97,85,,28.23
2022-09-23T19:33:00-05:00,2022-09-23 19:33:00,50.9,50.9,46.6,0.7,8.1,0,0,0,0,29.97,85,,28.23
2022-09-23T19:18:00-05:00,2022-09-23 19:18:00,51.3,51.3,46.9,0.7,25.5,0,0,0,0,29.96,85,,28.23
2022-09-23T19:03:00-05:00,2022-09-23 19:03:00,51.4,51.4,46.7,0.7,25.9,0,0,0,0,29.98,84,,28.24
2022-09-23T18:48:00-05:00,2022-09-23 18:48:00,52,52,47,1.1,26.8,0,0,0,0,29.98,83,,28.25
2022-09-23T18:33:00-05:00,2022-09-23 18:33:00,52.5,52.5,46.8,0.9,26.6,0,0,0,0,29.98,81,,28.25
2022-09-23T18:18:00-05:00,2022-09-23 18:18:00,52.7,52.7,46.7,0.9,19.7,0,0,0,0,29.99,80,,28.26
2022-09-23T18:03:00-05:00,2022-09-23 18:03:00,52.7,52.7,46.7,0.7,18.8,0,0,0,0,29.99,80,,28.26
2022-09-23T17:48:00-05:00,2022-09-23 17:48:00,53.1,53.1,47.1,0.9,22.6,0,0,0,0,29.99,80,,28.26
